participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.review_weather,player.review_instructions,player.matching_probability,player.event_decision,player.payment_mechanism,player.pivotal_lottery,player.pivotal_draw,player.payoff,group.id_in_subsession,subsession.round_number,subsession.pivotal_round,subsession.lottery_success,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
119,8ncwi5gf,,1,22,21,Outro,Results,2021-04-05 19:58:13.987038+00:00,1,,,0.00,119,2,2,27,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
120,ca0ppvg0,,1,22,21,Outro,Results,2021-04-05 19:58:14.012072+00:00,1,,,0.00,120,1,5,30,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
121,m2mx5ofu,,1,22,21,Outro,Results,2021-04-05 19:58:14.036814+00:00,1,,,10.00,121,2,5,44,E23,bet,34,,10.00,1,6,1,1,0kihcn1h,,,,,0
122,82ixcagz,,1,22,21,Outro,Results,2021-04-05 19:58:14.061360+00:00,1,,,10.00,122,3,1,66,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
123,038mnyt5,,1,22,21,Outro,Results,2021-04-05 19:58:14.086237+00:00,1,,,0.00,123,1,2,18,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
124,1fshygfz,,1,22,21,Outro,Results,2021-04-05 19:58:14.111006+00:00,1,,,10.00,124,4,3,14,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
125,vv8uwpub,,1,22,21,Outro,Results,2021-04-05 19:58:14.135308+00:00,1,,,10.00,125,4,0,22,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
126,4vqcyu2f,,1,22,21,Outro,Results,2021-04-05 19:58:14.160097+00:00,1,,,10.00,126,2,2,38,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
127,zhp62d8h,,1,22,21,Outro,Results,2021-04-05 19:58:14.183784+00:00,1,,,0.00,127,0,4,60,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
128,ddik44sp,,1,22,21,Outro,Results,2021-04-05 19:58:14.209559+00:00,1,,,0.00,128,0,5,43,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
129,hb1y412w,,1,22,21,Outro,Results,2021-04-05 19:58:14.233716+00:00,1,,,10.00,129,0,0,4,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
130,sv6atoh2,,1,22,21,Outro,Results,2021-04-05 19:58:14.257772+00:00,1,,,0.00,130,0,5,94,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
131,it1i8euw,,1,22,21,Outro,Results,2021-04-05 19:58:14.282942+00:00,1,,,10.00,131,1,5,55,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
132,15d5v7ut,,1,22,21,Outro,Results,2021-04-05 19:58:14.308489+00:00,1,,,10.00,132,3,5,18,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
133,wpylmm8n,,1,22,21,Outro,Results,2021-04-05 19:58:14.332544+00:00,1,,,0.00,133,1,2,15,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
134,adsimlu7,,1,22,21,Outro,Results,2021-04-05 19:58:14.358121+00:00,1,,,0.00,134,2,1,39,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
135,13pmx9zi,,1,22,21,Outro,Results,2021-04-05 19:58:14.382304+00:00,1,,,0.00,135,5,3,84,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
136,avx305ja,,1,22,21,Outro,Results,2021-04-05 19:58:14.407185+00:00,1,,,10.00,136,4,4,90,E12,bet,44,,10.00,1,6,1,1,0kihcn1h,,,,,0
137,p39ffrsk,,1,22,21,Outro,Results,2021-04-05 19:58:14.431929+00:00,1,,,10.00,137,1,2,69,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
138,yfq0xh7p,,1,22,21,Outro,Results,2021-04-05 19:58:14.455284+00:00,1,,,0.00,138,0,3,9,E3,lottery,46,67,0.00,1,6,1,1,0kihcn1h,,,,,0
139,lkpb2pgv,,1,22,21,Outro,Results,2021-04-05 19:58:14.479802+00:00,1,,,10.00,139,1,5,30,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
140,7xjgf9o5,,1,22,21,Outro,Results,2021-04-05 19:58:14.504341+00:00,1,,,10.00,140,2,2,1,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
141,l6yn113l,,1,22,21,Outro,Results,2021-04-05 19:58:14.529025+00:00,1,,,0.00,141,3,0,49,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
142,in2vitpr,,1,22,21,Outro,Results,2021-04-05 19:58:14.553747+00:00,1,,,0.00,142,5,1,13,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
143,rffm3fsy,,1,22,21,Outro,Results,2021-04-05 19:58:14.577899+00:00,1,,,10.00,143,0,1,98,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
144,8vmqsm7k,,1,22,21,Outro,Results,2021-04-05 19:58:14.602495+00:00,1,,,0.00,144,3,4,38,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
145,3fs592oj,,1,22,21,Outro,Results,2021-04-05 19:58:14.626651+00:00,1,,,0.00,145,0,0,40,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
146,awhwsbka,,1,22,21,Outro,Results,2021-04-05 19:58:14.651631+00:00,1,,,0.00,146,4,1,61,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
147,en1xcd6w,,1,22,21,Outro,Results,2021-04-05 19:58:14.675304+00:00,1,,,0.00,147,4,4,28,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
148,8oq3smak,,1,22,21,Outro,Results,2021-04-05 19:58:14.699194+00:00,1,,,0.00,148,3,3,86,E1,bet,3,,0.00,1,6,1,1,0kihcn1h,,,,,0
149,razfc32b,,1,22,21,Outro,Results,2021-04-05 19:58:14.724399+00:00,1,,,10.00,149,2,4,19,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
150,z9328qvh,,1,22,21,Outro,Results,2021-04-05 19:58:14.753235+00:00,1,,,10.00,150,0,5,40,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
151,dfviughl,,1,22,21,Outro,Results,2021-04-05 19:58:14.777158+00:00,1,,,0.00,151,5,1,18,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
152,0baain5u,,1,22,21,Outro,Results,2021-04-05 19:58:14.802181+00:00,1,,,10.00,152,4,1,50,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
153,jw0647a4,,1,22,21,Outro,Results,2021-04-05 19:58:14.826068+00:00,1,,,0.00,153,3,2,24,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
154,rwrme89l,,1,22,21,Outro,Results,2021-04-05 19:58:14.850209+00:00,1,,,0.00,154,0,5,39,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
155,ujwmyuxe,,1,22,21,Outro,Results,2021-04-05 19:58:14.874696+00:00,1,,,10.00,155,2,0,49,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
156,fb2bewae,,1,22,21,Outro,Results,2021-04-05 19:58:14.899827+00:00,1,,,0.00,156,5,4,26,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
157,ls36567m,,1,22,21,Outro,Results,2021-04-05 19:58:14.926028+00:00,1,,,0.00,157,2,3,38,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
158,y6b3b78g,,1,22,21,Outro,Results,2021-04-05 19:58:14.950505+00:00,1,,,0.00,158,5,2,7,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
159,owxfo6gs,,1,22,21,Outro,Results,2021-04-05 19:58:15.072948+00:00,1,,,10.00,159,1,2,56,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
160,omykpq6a,,1,22,21,Outro,Results,2021-04-05 19:58:15.104211+00:00,1,,,0.00,160,5,2,79,E23,bet,23,,0.00,1,6,1,1,0kihcn1h,,,,,0
161,1fxhllrb,,1,22,21,Outro,Results,2021-04-05 19:58:15.133310+00:00,1,,,10.00,161,1,2,55,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
162,9mf3niua,,1,22,21,Outro,Results,2021-04-05 19:58:15.159674+00:00,1,,,10.00,162,3,0,69,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
163,ue4zdm6g,,1,22,21,Outro,Results,2021-04-05 19:58:15.184851+00:00,1,,,10.00,163,2,4,91,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
164,9aws496m,,1,22,21,Outro,Results,2021-04-05 19:58:15.210758+00:00,1,,,10.00,164,1,3,47,E12,bet,34,,10.00,1,6,1,1,0kihcn1h,,,,,0
165,pjfnlqnv,,1,22,21,Outro,Results,2021-04-05 19:58:15.235391+00:00,1,,,10.00,165,3,2,33,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
166,tpkkuxlb,,1,22,21,Outro,Results,2021-04-05 19:58:15.259873+00:00,1,,,0.00,166,3,3,52,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
167,l30pttdo,,1,22,21,Outro,Results,2021-04-05 19:58:15.284164+00:00,1,,,10.00,167,1,0,56,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
168,mfp47wfc,,1,22,21,Outro,Results,2021-04-05 19:58:15.309650+00:00,1,,,10.00,168,2,1,30,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
169,h76mwb9i,,1,22,21,Outro,Results,2021-04-05 19:58:15.334456+00:00,1,,,10.00,169,3,3,34,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
170,kyiq1gms,,1,22,21,Outro,Results,2021-04-05 19:58:15.358133+00:00,1,,,0.00,170,5,0,87,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
171,wtvplvmt,,1,22,21,Outro,Results,2021-04-05 19:58:15.383680+00:00,1,,,10.00,171,1,4,15,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
172,a88r6nki,,1,22,21,Outro,Results,2021-04-05 19:58:15.409648+00:00,1,,,10.00,172,2,3,7,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
173,icbj8851,,1,22,21,Outro,Results,2021-04-05 19:58:15.434271+00:00,1,,,0.00,173,1,0,35,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
174,fja4i7q9,,1,22,21,Outro,Results,2021-04-05 19:58:15.458398+00:00,1,,,10.00,174,3,4,63,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
175,ltiuppjg,,1,22,21,Outro,Results,2021-04-05 19:58:15.481951+00:00,1,,,0.00,175,5,4,93,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
176,o79tornw,,1,22,21,Outro,Results,2021-04-05 19:58:15.506364+00:00,1,,,10.00,176,2,5,52,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
177,cp451wev,,1,22,21,Outro,Results,2021-04-05 19:58:15.532030+00:00,1,,,10.00,177,2,3,94,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
178,i3l3jmx5,,1,22,21,Outro,Results,2021-04-05 19:58:15.555590+00:00,1,,,10.00,178,4,3,95,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
179,e4s2kcx4,,1,22,21,Outro,Results,2021-04-05 19:58:15.579847+00:00,1,,,0.00,179,3,5,67,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
180,k1mgc7jg,,1,22,21,Outro,Results,2021-04-05 19:58:15.607912+00:00,1,,,0.00,180,3,5,33,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
181,ek1soe3x,,1,22,21,Outro,Results,2021-04-05 19:58:15.635603+00:00,1,,,10.00,181,4,4,92,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
182,qa17kt9p,,1,22,21,Outro,Results,2021-04-05 19:58:15.662282+00:00,1,,,10.00,182,4,2,75,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
183,qv13w948,,1,22,21,Outro,Results,2021-04-05 19:58:15.689547+00:00,1,,,0.00,183,0,2,21,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
184,5a8p9cpm,,1,22,21,Outro,Results,2021-04-05 19:58:15.720219+00:00,1,,,0.00,184,1,5,98,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
185,ojxst0ne,,1,22,21,Outro,Results,2021-04-05 19:58:15.753198+00:00,1,,,0.00,185,5,4,61,E3,lottery,72,83,0.00,1,6,1,1,0kihcn1h,,,,,0
186,0w1lvfsh,,1,22,21,Outro,Results,2021-04-05 19:58:15.781843+00:00,1,,,10.00,186,1,0,81,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
187,4pkuufqe,,1,22,21,Outro,Results,2021-04-05 19:58:15.806295+00:00,1,,,10.00,187,4,1,86,E12,lottery,94,75,10.00,1,6,1,1,0kihcn1h,,,,,0
188,cqad2yld,,1,22,21,Outro,Results,2021-04-05 19:58:15.834798+00:00,1,,,10.00,188,5,5,92,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
189,8t051y2v,,1,22,21,Outro,Results,2021-04-05 19:58:15.858077+00:00,1,,,0.00,189,3,1,1,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
190,1bjsjnmy,,1,22,21,Outro,Results,2021-04-05 19:58:15.882597+00:00,1,,,0.00,190,2,4,34,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
191,ixx97fyq,,1,22,21,Outro,Results,2021-04-05 19:58:15.906699+00:00,1,,,10.00,191,5,1,89,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
192,1bm0zgrh,,1,22,21,Outro,Results,2021-04-05 19:58:15.930133+00:00,1,,,0.00,192,5,2,78,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
193,lsff8aj1,,1,22,21,Outro,Results,2021-04-05 19:58:15.954930+00:00,1,,,10.00,193,4,4,93,E23,bet,80,,10.00,1,6,1,1,0kihcn1h,,,,,0
194,jbfndqmg,,1,22,21,Outro,Results,2021-04-05 19:58:15.979832+00:00,1,,,0.00,194,0,1,73,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
195,210hqgih,,1,22,21,Outro,Results,2021-04-05 19:58:16.003097+00:00,1,,,10.00,195,5,5,55,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
196,89ozg2s1,,1,22,21,Outro,Results,2021-04-05 19:58:16.027961+00:00,1,,,0.00,196,2,0,74,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
197,qpkhtzst,,1,22,21,Outro,Results,2021-04-05 19:58:16.051193+00:00,1,,,10.00,197,2,2,29,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
198,q0vtkduz,,1,22,21,Outro,Results,2021-04-05 19:58:16.074740+00:00,1,,,0.00,198,5,1,60,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
199,x9pba3b3,,1,22,21,Outro,Results,2021-04-05 19:58:16.099331+00:00,1,,,10.00,199,0,0,13,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
200,r7ybffy5,,1,22,21,Outro,Results,2021-04-05 19:58:16.123344+00:00,1,,,10.00,200,2,2,69,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
201,csnj9yqt,,1,22,21,Outro,Results,2021-04-05 19:58:16.148532+00:00,1,,,10.00,201,2,5,100,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
202,u1urv0jn,,1,22,21,Outro,Results,2021-04-05 19:58:16.172449+00:00,1,,,10.00,202,3,2,58,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
203,lummzzzh,,1,22,21,Outro,Results,2021-04-05 19:58:16.196683+00:00,1,,,0.00,203,5,4,5,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
204,cdqt1xg9,,1,22,21,Outro,Results,2021-04-05 19:58:16.220885+00:00,1,,,10.00,204,1,3,91,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
205,sbv2a0ou,,1,22,21,Outro,Results,2021-04-05 19:58:16.245356+00:00,1,,,10.00,205,4,0,1,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
206,waoxatui,,1,22,21,Outro,Results,2021-04-05 19:58:16.269116+00:00,1,,,10.00,206,4,5,90,E1,bet,34,,10.00,1,6,1,1,0kihcn1h,,,,,0
207,bs6jy96a,,1,22,21,Outro,Results,2021-04-05 19:58:16.293131+00:00,1,,,0.00,207,1,5,93,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
208,8ioqzq3k,,1,22,21,Outro,Results,2021-04-05 19:58:16.317931+00:00,1,,,10.00,208,0,0,46,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
209,aej60uu4,,1,22,21,Outro,Results,2021-04-05 19:58:16.342810+00:00,1,,,0.00,209,3,1,60,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
210,f1s8nrpk,,1,22,21,Outro,Results,2021-04-05 19:58:16.368019+00:00,1,,,10.00,210,2,3,19,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
211,mao9wyxx,,1,22,21,Outro,Results,2021-04-05 19:58:16.392300+00:00,1,,,10.00,211,1,3,63,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
212,965x3mtt,,1,22,21,Outro,Results,2021-04-05 19:58:16.417535+00:00,1,,,10.00,212,2,5,48,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
213,dclt7mve,,1,22,21,Outro,Results,2021-04-05 19:58:16.443561+00:00,1,,,10.00,213,4,0,95,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
214,su9rih4m,,1,22,21,Outro,Results,2021-04-05 19:58:16.470489+00:00,1,,,10.00,214,5,3,67,E1,bet,53,,10.00,1,6,1,1,0kihcn1h,,,,,0
215,5gkmayv7,,1,22,21,Outro,Results,2021-04-05 19:58:16.494764+00:00,1,,,10.00,215,3,2,71,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
216,wcnn63gn,,1,22,21,Outro,Results,2021-04-05 19:58:16.520135+00:00,1,,,0.00,216,5,4,90,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
217,ijfz9voy,,1,22,21,Outro,Results,2021-04-05 19:58:16.662110+00:00,1,,,10.00,217,5,3,61,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
218,3gn09joy,,1,22,21,Outro,Results,2021-04-05 19:58:16.692171+00:00,1,,,0.00,218,5,0,7,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
219,8aenmpsn,,1,22,21,Outro,Results,2021-04-05 19:58:16.719050+00:00,1,,,10.00,219,3,2,39,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
220,7y3mu1fj,,1,22,21,Outro,Results,2021-04-05 19:58:16.745039+00:00,1,,,10.00,220,2,1,47,E23,lottery,84,18,10.00,1,6,1,1,0kihcn1h,,,,,0
221,gds9lly3,,1,22,21,Outro,Results,2021-04-05 19:58:16.771126+00:00,1,,,10.00,221,4,0,99,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
222,zdv5vg06,,1,22,21,Outro,Results,2021-04-05 19:58:16.795125+00:00,1,,,10.00,222,4,0,82,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
223,rxllvkmz,,1,22,21,Outro,Results,2021-04-05 19:58:16.819717+00:00,1,,,0.00,223,0,2,50,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
224,e1z695kk,,1,22,21,Outro,Results,2021-04-05 19:58:16.844576+00:00,1,,,10.00,224,1,3,2,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
225,kopodgzl,,1,22,21,Outro,Results,2021-04-05 19:58:16.869941+00:00,1,,,10.00,225,2,1,100,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
226,h5lwzk4h,,1,22,21,Outro,Results,2021-04-05 19:58:16.894766+00:00,1,,,0.00,226,2,5,69,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
227,fhjly7z9,,1,22,21,Outro,Results,2021-04-05 19:58:16.919379+00:00,1,,,10.00,227,3,1,13,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
228,5jo4p669,,1,22,21,Outro,Results,2021-04-05 19:58:16.943954+00:00,1,,,0.00,228,5,5,28,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
229,nodtbwhm,,1,22,21,Outro,Results,2021-04-05 19:58:16.968146+00:00,1,,,10.00,229,5,1,3,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
230,6upf8nsq,,1,22,21,Outro,Results,2021-04-05 19:58:16.992987+00:00,1,,,10.00,230,1,3,20,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
231,uo3q6tka,,1,22,21,Outro,Results,2021-04-05 19:58:17.016719+00:00,1,,,10.00,231,4,4,77,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
232,uweshnnb,,1,22,21,Outro,Results,2021-04-05 19:58:17.041369+00:00,1,,,0.00,232,3,5,70,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
233,u1jr73uh,,1,22,21,Outro,Results,2021-04-05 19:58:17.066433+00:00,1,,,10.00,233,0,1,13,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
234,hxggpplq,,1,22,21,Outro,Results,2021-04-05 19:58:17.091933+00:00,1,,,0.00,234,1,0,5,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
235,gtpwqugl,,1,22,21,Outro,Results,2021-04-05 19:58:17.115839+00:00,1,,,0.00,235,3,0,52,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
236,ei7gxdam,,1,22,21,Outro,Results,2021-04-05 19:58:17.140558+00:00,1,,,10.00,236,0,0,6,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
237,7ohjb4t0,,1,22,21,Outro,Results,2021-04-05 19:58:17.165341+00:00,1,,,10.00,237,5,5,14,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
238,7un98c21,,1,22,21,Outro,Results,2021-04-05 19:58:17.190594+00:00,1,,,10.00,238,5,0,6,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
239,k1kh1b9v,,1,22,21,Outro,Results,2021-04-05 19:58:17.215486+00:00,1,,,0.00,239,1,0,65,E3,bet,28,,0.00,1,6,1,1,0kihcn1h,,,,,0
240,q3r8li32,,1,22,21,Outro,Results,2021-04-05 19:58:17.239440+00:00,1,,,10.00,240,0,5,93,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
241,wuk9t8bf,,1,22,21,Outro,Results,2021-04-05 19:58:17.264554+00:00,1,,,0.00,241,0,4,14,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
242,m4ahrcw1,,1,22,21,Outro,Results,2021-04-05 19:58:17.290371+00:00,1,,,10.00,242,2,5,42,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
243,m7m7fazf,,1,22,21,Outro,Results,2021-04-05 19:58:17.315581+00:00,1,,,0.00,243,1,4,49,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
244,iykfty44,,1,22,21,Outro,Results,2021-04-05 19:58:17.339956+00:00,1,,,10.00,244,2,4,90,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
245,am1wd2cc,,1,22,21,Outro,Results,2021-04-05 19:58:17.364356+00:00,1,,,0.00,245,2,0,49,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
246,plgruvxt,,1,22,21,Outro,Results,2021-04-05 19:58:17.389042+00:00,1,,,10.00,246,0,3,32,E3,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
247,50oejigr,,1,22,21,Outro,Results,2021-04-05 19:58:17.414996+00:00,1,,,10.00,247,0,5,90,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
248,71qzv5id,,1,22,21,Outro,Results,2021-04-05 19:58:17.439245+00:00,1,,,10.00,248,1,4,73,E3,lottery,88,37,10.00,1,6,1,1,0kihcn1h,,,,,0
249,hl5e4wv6,,1,22,21,Outro,Results,2021-04-05 19:58:17.464138+00:00,1,,,0.00,249,1,1,1,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
250,9csg1pgj,,1,22,21,Outro,Results,2021-04-05 19:58:17.488715+00:00,1,,,0.00,250,2,4,41,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
251,8quyvj3b,,1,22,21,Outro,Results,2021-04-05 19:58:17.513049+00:00,1,,,10.00,251,1,0,71,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
252,hoedl8vp,,1,22,21,Outro,Results,2021-04-05 19:58:17.538047+00:00,1,,,10.00,252,4,0,84,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
253,fztwptn3,,1,22,21,Outro,Results,2021-04-05 19:58:17.562975+00:00,1,,,0.00,253,0,1,9,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
254,540lbmer,,1,22,21,Outro,Results,2021-04-05 19:58:17.590627+00:00,1,,,10.00,254,4,5,12,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
255,z5cukxzv,,1,22,21,Outro,Results,2021-04-05 19:58:17.614373+00:00,1,,,10.00,255,2,3,40,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
256,d2v28w0b,,1,22,21,Outro,Results,2021-04-05 19:58:17.638879+00:00,1,,,0.00,256,2,1,1,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
257,kuejpz8q,,1,22,21,Outro,Results,2021-04-05 19:58:17.663137+00:00,1,,,0.00,257,0,2,82,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
258,5njq2uss,,1,22,21,Outro,Results,2021-04-05 19:58:17.687403+00:00,1,,,0.00,258,4,4,100,E1,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
259,taopl83i,,1,22,21,Outro,Results,2021-04-05 19:58:17.713085+00:00,1,,,0.00,259,5,5,19,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
260,3xhtjrgh,,1,22,21,Outro,Results,2021-04-05 19:58:17.738832+00:00,1,,,10.00,260,1,1,55,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
261,dw16u48f,,1,22,21,Outro,Results,2021-04-05 19:58:17.768605+00:00,1,,,10.00,261,3,1,51,E23,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
262,0hp4wk3l,,1,22,21,Outro,Results,2021-04-05 19:58:17.800890+00:00,1,,,0.00,262,5,0,40,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
263,sxjks1bx,,1,22,21,Outro,Results,2021-04-05 19:58:17.834046+00:00,1,,,10.00,263,3,1,79,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
264,m7c3vaa2,,1,22,21,Outro,Results,2021-04-05 19:58:17.859190+00:00,1,,,10.00,264,5,4,17,E13,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
265,28441isl,,1,22,21,Outro,Results,2021-04-05 19:58:17.884167+00:00,1,,,0.00,265,5,4,1,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
266,2qfsa4fy,,1,22,21,Outro,Results,2021-04-05 19:58:17.910390+00:00,1,,,0.00,266,0,0,76,E12,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
267,foqaldpz,,1,22,21,Outro,Results,2021-04-05 19:58:17.934142+00:00,1,,,10.00,267,4,4,40,E2,,,,0.00,1,6,1,1,0kihcn1h,,,,,0
