participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.Location,player.Information,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
315,0qh092b5,,1,63,63,terminate,Results,2021-01-11 11:48:28.616185+00:00,1,,,10.00,315,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
316,jw3k56tz,,1,63,63,terminate,Results,2021-01-11 11:48:28.642749+00:00,1,,,10.00,316,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
317,koe8pdrk,,1,63,63,terminate,Results,2021-01-11 11:48:28.674038+00:00,1,,,0.00,317,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
318,7yr92iul,,1,63,63,terminate,Results,2021-01-11 11:48:28.704743+00:00,1,,,0.00,318,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
319,jcg9hpel,,1,63,63,terminate,Results,2021-01-11 11:48:28.736474+00:00,1,,,0.00,319,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
320,sj8j6s51,,1,63,63,terminate,Results,2021-01-11 11:48:28.766469+00:00,1,,,10.00,320,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
321,u6817o5x,,1,63,63,terminate,Results,2021-01-11 11:48:28.991469+00:00,1,,,10.00,321,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
322,359d9umf,,1,63,63,terminate,Results,2021-01-11 11:48:29.028656+00:00,1,,,0.00,322,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
323,q3vd2z0a,,1,63,63,terminate,Results,2021-01-11 11:48:29.061723+00:00,1,,,10.00,323,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
324,9cjenh96,,1,63,63,terminate,Results,2021-01-11 11:48:29.095900+00:00,1,,,10.00,324,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
325,otyims93,,1,63,63,terminate,Results,2021-01-11 11:48:29.126238+00:00,1,,,10.00,325,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
326,3xsod53a,,1,63,63,terminate,Results,2021-01-11 11:48:29.154088+00:00,1,,,0.00,326,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
327,qmtc4t70,,1,63,63,terminate,Results,2021-01-11 11:48:29.183781+00:00,1,,,10.00,327,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
328,zh9l5ozb,,1,63,63,terminate,Results,2021-01-11 11:48:29.211257+00:00,1,,,10.00,328,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
329,vervzaad,,1,63,63,terminate,Results,2021-01-11 11:48:29.240538+00:00,1,,,0.00,329,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
330,mvqke7zm,,1,63,63,terminate,Results,2021-01-11 11:48:29.271220+00:00,1,,,10.00,330,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
331,x84v86h5,,1,63,63,terminate,Results,2021-01-11 11:48:29.300454+00:00,1,,,0.00,331,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
332,fqdmg65x,,1,63,63,terminate,Results,2021-01-11 11:48:29.328258+00:00,1,,,0.00,332,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
333,7hny616w,,1,63,63,terminate,Results,2021-01-11 11:48:29.357546+00:00,1,,,10.00,333,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
334,oargt6vz,,1,63,63,terminate,Results,2021-01-11 11:48:29.388033+00:00,1,,,10.00,334,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
335,ikirdjb3,,1,63,63,terminate,Results,2021-01-11 11:48:29.417461+00:00,1,,,0.00,335,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
336,kekfwll4,,1,63,63,terminate,Results,2021-01-11 11:48:29.443637+00:00,1,,,0.00,336,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
337,jiq82abg,,1,63,63,terminate,Results,2021-01-11 11:48:29.472746+00:00,1,,,10.00,337,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
338,o7h2xjt7,,1,63,63,terminate,Results,2021-01-11 11:48:29.502185+00:00,1,,,10.00,338,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
339,pzvevccc,,1,63,63,terminate,Results,2021-01-11 11:48:29.529087+00:00,1,,,10.00,339,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
340,mt1mtery,,1,63,63,terminate,Results,2021-01-11 11:48:29.558087+00:00,1,,,0.00,340,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
341,dsus2k5e,,1,63,63,terminate,Results,2021-01-11 11:48:29.605837+00:00,1,,,10.00,341,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
342,02z4v4e6,,1,63,63,terminate,Results,2021-01-11 11:48:29.638840+00:00,1,,,10.00,342,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
343,fc73kktb,,1,63,63,terminate,Results,2021-01-11 11:48:29.686422+00:00,1,,,10.00,343,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
344,2z4q52y0,,1,63,63,terminate,Results,2021-01-11 11:48:29.718458+00:00,1,,,0.00,344,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
345,uzh06b5e,,1,63,63,terminate,Results,2021-01-11 11:48:29.745849+00:00,1,,,10.00,345,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
346,covmvwee,,1,63,63,terminate,Results,2021-01-11 11:48:29.775864+00:00,1,,,10.00,346,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
347,r76pf7c5,,1,63,63,terminate,Results,2021-01-11 11:48:29.807105+00:00,1,,,10.00,347,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
348,l2qo14yp,,1,63,63,terminate,Results,2021-01-11 11:48:29.834970+00:00,1,,,10.00,348,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
349,ugwm7iis,,1,63,63,terminate,Results,2021-01-11 11:48:29.867058+00:00,1,,,10.00,349,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
350,s2nv1xad,,1,63,63,terminate,Results,2021-01-11 11:48:29.901147+00:00,1,,,10.00,350,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
351,cywjc3xq,,1,63,63,terminate,Results,2021-01-11 11:48:29.935986+00:00,1,,,10.00,351,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
352,n3zl6c5n,,1,63,63,terminate,Results,2021-01-11 11:48:29.968096+00:00,1,,,0.00,352,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
353,z8n9xmty,,1,63,63,terminate,Results,2021-01-11 11:48:29.998296+00:00,1,,,10.00,353,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
354,7duxk0th,,1,63,63,terminate,Results,2021-01-11 11:48:30.027642+00:00,1,,,10.00,354,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
355,ft0qh9mq,,1,63,63,terminate,Results,2021-01-11 11:48:30.057022+00:00,1,,,0.00,355,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
356,a9yq342i,,1,63,63,terminate,Results,2021-01-11 11:48:30.088043+00:00,1,,,0.00,356,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
357,3cf513xi,,1,63,63,terminate,Results,2021-01-11 11:48:30.116138+00:00,1,,,10.00,357,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
358,0j1gs65j,,1,63,63,terminate,Results,2021-01-11 11:48:30.145960+00:00,1,,,10.00,358,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
359,nmg2gzoj,,1,63,63,terminate,Results,2021-01-11 11:48:30.178409+00:00,1,,,10.00,359,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
360,n7yr4utc,,1,63,63,terminate,Results,2021-01-11 11:48:30.211274+00:00,1,,,0.00,360,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
361,xjivyf8m,,1,63,63,terminate,Results,2021-01-11 11:48:30.256648+00:00,1,,,0.00,361,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
362,q3fwdjvh,,1,63,63,terminate,Results,2021-01-11 11:48:30.292273+00:00,1,,,10.00,362,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
363,yobswd9f,,1,63,63,terminate,Results,2021-01-11 11:48:30.326052+00:00,1,,,10.00,363,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
364,11dbalqa,,1,63,63,terminate,Results,2021-01-11 11:48:30.356878+00:00,1,,,10.00,364,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
365,dwm9hhd4,,1,63,63,terminate,Results,2021-01-11 11:48:30.388556+00:00,1,,,0.00,365,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
366,684ps57s,,1,63,63,terminate,Results,2021-01-11 11:48:30.418511+00:00,1,,,10.00,366,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
367,80rp7gtf,,1,63,63,terminate,Results,2021-01-11 11:48:30.445373+00:00,1,,,0.00,367,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
368,oplgtu2j,,1,63,63,terminate,Results,2021-01-11 11:48:30.475156+00:00,1,,,10.00,368,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
369,4z5ee0kw,,1,63,63,terminate,Results,2021-01-11 11:48:30.505782+00:00,1,,,10.00,369,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
370,8fh05x6r,,1,63,63,terminate,Results,2021-01-11 11:48:30.536964+00:00,1,,,10.00,370,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
371,a0minhr6,,1,63,63,terminate,Results,2021-01-11 11:48:30.566818+00:00,1,,,0.00,371,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
372,9ecgbvt3,,1,63,63,terminate,Results,2021-01-11 11:48:30.594876+00:00,1,,,0.00,372,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
373,oeq6kbks,,1,63,63,terminate,Results,2021-01-11 11:48:30.626631+00:00,1,,,10.00,373,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
374,40v76l1f,,1,63,63,terminate,Results,2021-01-11 11:48:30.657695+00:00,1,,,10.00,374,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
375,a4ft5f6c,,1,63,63,terminate,Results,2021-01-11 11:48:30.690007+00:00,1,,,0.00,375,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
376,u5vqpb5i,,1,63,63,terminate,Results,2021-01-11 11:48:30.719615+00:00,1,,,10.00,376,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
377,33be3ddu,,1,63,63,terminate,Results,2021-01-11 11:48:30.745892+00:00,1,,,10.00,377,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
378,2ih2qmuu,,1,63,63,terminate,Results,2021-01-11 11:48:30.776433+00:00,1,,,10.00,378,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
379,d7u6p83l,,1,63,63,terminate,Results,2021-01-11 11:48:30.807706+00:00,1,,,10.00,379,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
380,pr0jmvvz,,1,63,63,terminate,Results,2021-01-11 11:48:30.837135+00:00,1,,,10.00,380,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
381,eua5lyyk,,1,63,63,terminate,Results,2021-01-11 11:48:30.867258+00:00,1,,,10.00,381,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
382,fugsgu1l,,1,63,63,terminate,Results,2021-01-11 11:48:30.896499+00:00,1,,,10.00,382,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
383,d79n4b28,,1,63,63,terminate,Results,2021-01-11 11:48:30.988091+00:00,1,,,10.00,383,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
384,figfqagz,,1,63,63,terminate,Results,2021-01-11 11:48:31.020011+00:00,1,,,10.00,384,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
385,zaom6igg,,1,63,63,terminate,Results,2021-01-11 11:48:31.046379+00:00,1,,,10.00,385,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
386,ea0kd78a,,1,63,63,terminate,Results,2021-01-11 11:48:31.083992+00:00,1,,,0.00,386,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
387,tlzx9lth,,1,63,63,terminate,Results,2021-01-11 11:48:31.114782+00:00,1,,,10.00,387,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
388,66qjom2h,,1,63,63,terminate,Results,2021-01-11 11:48:31.144113+00:00,1,,,0.00,388,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
389,t84uta7u,,1,63,63,terminate,Results,2021-01-11 11:48:31.173863+00:00,1,,,0.00,389,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
390,l7a3aduf,,1,63,63,terminate,Results,2021-01-11 11:48:31.204227+00:00,1,,,10.00,390,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
391,x64tiuzg,,1,63,63,terminate,Results,2021-01-11 11:48:31.232358+00:00,1,,,10.00,391,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
392,o2tk9fyi,,1,63,63,terminate,Results,2021-01-11 11:48:31.259025+00:00,1,,,10.00,392,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
393,88ypommk,,1,63,63,terminate,Results,2021-01-11 11:48:31.288886+00:00,1,,,0.00,393,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
394,3owg5exd,,1,63,63,terminate,Results,2021-01-11 11:48:31.317016+00:00,1,,,10.00,394,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
395,i22k43d4,,1,63,63,terminate,Results,2021-01-11 11:48:31.344205+00:00,1,,,10.00,395,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
396,7lh2x6c7,,1,63,63,terminate,Results,2021-01-11 11:48:31.373895+00:00,1,,,10.00,396,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
397,gr03a0w9,,1,63,63,terminate,Results,2021-01-11 11:48:31.403245+00:00,1,,,0.00,397,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
398,cabxn4aa,,1,63,63,terminate,Results,2021-01-11 11:48:31.431187+00:00,1,,,10.00,398,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
399,k3555jm7,,1,63,63,terminate,Results,2021-01-11 11:48:31.458876+00:00,1,,,10.00,399,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
400,h04j2v2m,,1,63,63,terminate,Results,2021-01-11 11:48:31.489217+00:00,1,,,10.00,400,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
401,6znci7pp,,1,63,63,terminate,Results,2021-01-11 11:48:31.517386+00:00,1,,,10.00,401,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
402,ns4h6ls7,,1,63,63,terminate,Results,2021-01-11 11:48:31.543170+00:00,1,,,10.00,402,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
403,k2rtm6um,,1,63,63,terminate,Results,2021-01-11 11:48:31.573644+00:00,1,,,10.00,403,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
404,f79iyv8j,,1,63,63,terminate,Results,2021-01-11 11:48:31.621372+00:00,1,,,10.00,404,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
405,pmkm4qyc,,1,63,63,terminate,Results,2021-01-11 11:48:31.649990+00:00,1,,,0.00,405,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
406,opiyowkv,,1,63,63,terminate,Results,2021-01-11 11:48:31.678375+00:00,1,,,10.00,406,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
407,08m1pizz,,1,63,63,terminate,Results,2021-01-11 11:48:31.708928+00:00,1,,,10.00,407,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
408,cym910cp,,1,63,63,terminate,Results,2021-01-11 11:48:31.739285+00:00,1,,,10.00,408,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
409,rbsp1xc1,,1,63,63,terminate,Results,2021-01-11 11:48:31.768962+00:00,1,,,10.00,409,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
410,czgrxxs4,,1,63,63,terminate,Results,2021-01-11 11:48:31.797421+00:00,1,,,0.00,410,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
411,jnvuzryn,,1,63,63,terminate,Results,2021-01-11 11:48:31.825074+00:00,1,,,0.00,411,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
412,8i16rjzh,,1,63,63,terminate,Results,2021-01-11 11:48:31.853402+00:00,1,,,0.00,412,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
413,bbdpnnu4,,1,63,63,terminate,Results,2021-01-11 11:48:31.885729+00:00,1,,,10.00,413,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
414,urld0ph6,,1,63,63,terminate,Results,2021-01-11 11:48:31.917262+00:00,1,,,0.00,414,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
415,8mqtta0l,,1,63,63,terminate,Results,2021-01-11 11:48:31.944072+00:00,1,,,0.00,415,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
416,pcb4rofa,,1,63,63,terminate,Results,2021-01-11 11:48:31.973541+00:00,1,,,10.00,416,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
417,18996apz,,1,63,63,terminate,Results,2021-01-11 11:48:32.004013+00:00,1,,,0.00,417,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
418,jwqcnhmf,,1,63,63,terminate,Results,2021-01-11 11:48:32.270744+00:00,1,,,10.00,418,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
419,8bwhqczv,,1,63,63,terminate,Results,2021-01-11 11:48:32.303630+00:00,1,,,0.00,419,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
420,2do1o91k,,1,63,63,terminate,Results,2021-01-11 11:48:32.335650+00:00,1,,,0.00,420,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
421,a421si1w,,1,63,63,terminate,Results,2021-01-11 11:48:32.365017+00:00,1,,,0.00,421,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
422,dxapuwol,,1,63,63,terminate,Results,2021-01-11 11:48:32.395229+00:00,1,,,10.00,422,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
423,o4x583mt,,1,63,63,terminate,Results,2021-01-11 11:48:32.424965+00:00,1,,,0.00,423,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
424,xsjo73as,,1,63,63,terminate,Results,2021-01-11 11:48:32.453879+00:00,1,,,0.00,424,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
425,9fetw9mz,,1,63,63,terminate,Results,2021-01-11 11:48:32.486601+00:00,1,,,0.00,425,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
426,abca49vn,,1,63,63,terminate,Results,2021-01-11 11:48:32.518719+00:00,1,,,0.00,426,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
427,bhnivic2,,1,63,63,terminate,Results,2021-01-11 11:48:32.545778+00:00,1,,,10.00,427,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
428,1e7jdleq,,1,63,63,terminate,Results,2021-01-11 11:48:32.576025+00:00,1,,,10.00,428,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
429,9mgyoi0t,,1,63,63,terminate,Results,2021-01-11 11:48:32.607439+00:00,1,,,10.00,429,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
430,kdlvy7ot,,1,63,63,terminate,Results,2021-01-11 11:48:32.638306+00:00,1,,,0.00,430,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
431,t3r1tmur,,1,63,63,terminate,Results,2021-01-11 11:48:32.668759+00:00,1,,,10.00,431,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
432,vt4kmsnv,,1,63,63,terminate,Results,2021-01-11 11:48:32.699098+00:00,1,,,0.00,432,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
433,dlt9vm5d,,1,63,63,terminate,Results,2021-01-11 11:48:32.726664+00:00,1,,,10.00,433,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
434,u0b9v2d7,,1,63,63,terminate,Results,2021-01-11 11:48:32.755658+00:00,1,,,10.00,434,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
435,3zban3l7,,1,63,63,terminate,Results,2021-01-11 11:48:32.787544+00:00,1,,,0.00,435,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
436,gn56iuz7,,1,63,63,terminate,Results,2021-01-11 11:48:32.816789+00:00,1,,,10.00,436,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
437,n95ab0b5,,1,63,63,terminate,Results,2021-01-11 11:48:32.843405+00:00,1,,,10.00,437,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
438,x2f4dmx4,,1,63,63,terminate,Results,2021-01-11 11:48:32.874801+00:00,1,,,10.00,438,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
439,q1ih3oz2,,1,63,63,terminate,Results,2021-01-11 11:48:32.905077+00:00,1,,,10.00,439,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
440,toei6lcg,,1,63,63,terminate,Results,2021-01-11 11:48:32.944810+00:00,1,,,0.00,440,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
441,m917sobi,,1,63,63,terminate,Results,2021-01-11 11:48:32.978142+00:00,1,,,10.00,441,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
442,17tao46v,,1,63,63,terminate,Results,2021-01-11 11:48:33.009638+00:00,1,,,0.00,442,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
443,dwroucqr,,1,63,63,terminate,Results,2021-01-11 11:48:33.037827+00:00,1,,,10.00,443,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
444,jxtg5gom,,1,63,63,terminate,Results,2021-01-11 11:48:33.068686+00:00,1,,,10.00,444,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
445,i83caf3z,,1,63,63,terminate,Results,2021-01-11 11:48:33.097304+00:00,1,,,10.00,445,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
446,mzpdsv0g,,1,63,63,terminate,Results,2021-01-11 11:48:33.125415+00:00,1,,,10.00,446,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
447,ce9v1n4y,,1,63,63,terminate,Results,2021-01-11 11:48:33.154969+00:00,1,,,0.00,447,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
448,npzesy09,,1,63,63,terminate,Results,2021-01-11 11:48:33.187833+00:00,1,,,0.00,448,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
449,rxp6rnl8,,1,63,63,terminate,Results,2021-01-11 11:48:33.219594+00:00,1,,,0.00,449,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
450,egcezg97,,1,63,63,terminate,Results,2021-01-11 11:48:33.250325+00:00,1,,,0.00,450,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
451,7ipf8tpe,,1,63,63,terminate,Results,2021-01-11 11:48:33.278866+00:00,1,,,10.00,451,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
452,7xdofwpk,,1,63,63,terminate,Results,2021-01-11 11:48:33.310505+00:00,1,,,10.00,452,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
453,ovqi3je8,,1,63,63,terminate,Results,2021-01-11 11:48:33.337372+00:00,1,,,0.00,453,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
454,x4r689ml,,1,63,63,terminate,Results,2021-01-11 11:48:33.366439+00:00,1,,,10.00,454,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
455,9gsyfrzy,,1,63,63,terminate,Results,2021-01-11 11:48:33.394082+00:00,1,,,10.00,455,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
456,nvjd4pzr,,1,63,63,terminate,Results,2021-01-11 11:48:33.423325+00:00,1,,,10.00,456,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
457,40wuy46q,,1,63,63,terminate,Results,2021-01-11 11:48:33.453102+00:00,1,,,10.00,457,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
458,8w8ocxhm,,1,63,63,terminate,Results,2021-01-11 11:48:33.481199+00:00,1,,,0.00,458,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
459,k91251bl,,1,63,63,terminate,Results,2021-01-11 11:48:33.509735+00:00,1,,,0.00,459,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
460,07p28y4z,,1,63,63,terminate,Results,2021-01-11 11:48:33.538796+00:00,1,,,10.00,460,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
461,6nbqsojs,,1,63,63,terminate,Results,2021-01-11 11:48:33.569113+00:00,1,,,0.00,461,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
462,x7642z52,,1,63,63,terminate,Results,2021-01-11 11:48:33.596305+00:00,1,,,10.00,462,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
463,hxzcypzl,,1,63,63,terminate,Results,2021-01-11 11:48:33.625800+00:00,1,,,10.00,463,Ilomantsi,both,0.00,1,1,qbu0rob2,,,,,0
464,we4e270o,,1,63,63,terminate,Results,2021-01-11 11:48:33.655279+00:00,1,,,0.00,464,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
465,5kjt6ewh,,1,63,63,terminate,Results,2021-01-11 11:48:33.688567+00:00,1,,,10.00,465,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
466,ozid4gib,,1,63,63,terminate,Results,2021-01-11 11:48:33.720490+00:00,1,,,10.00,466,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
467,8wukrc0c,,1,63,63,terminate,Results,2021-01-11 11:48:33.748746+00:00,1,,,0.00,467,Ilomantsi,best_guess,0.00,1,1,qbu0rob2,,,,,0
468,nk2bioqf,,1,63,63,terminate,Results,2021-01-11 11:48:33.776796+00:00,1,,,10.00,468,Ilomantsi,interval,0.00,1,1,qbu0rob2,,,,,0
469,5pd0en0v,,1,63,63,terminate,Results,2021-01-11 11:48:33.806976+00:00,1,,,10.00,469,Weiskirchen,both,0.00,1,1,qbu0rob2,,,,,0
470,wja7mrzy,,1,63,63,terminate,Results,2021-01-11 11:48:33.836391+00:00,1,,,0.00,470,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
471,nug83chn,,1,63,63,terminate,Results,2021-01-11 11:48:33.863881+00:00,1,,,0.00,471,Weiskirchen,best_guess,0.00,1,1,qbu0rob2,,,,,0
472,xl9uhbyc,,1,63,63,terminate,Results,2021-01-11 11:48:33.894532+00:00,1,,,10.00,472,Weiskirchen,interval,0.00,1,1,qbu0rob2,,,,,0
